timestamp,destination,cwnd,ssthresh,rtt_ms,rttvar_ms,retrans,bytes_acked,bytes_sent,throughput_bps,throughput_mbps,pacing_rate,delivered,lost
37.0,bouygues.iperf.fr:5201,16,7,28.17,8.97,2,791052,830604,6328417.49,6.33,7594100.98,29268930,2920
38.0,bouygues.iperf.fr:5201,18,7,32.0,5.69,2,835534,877311,6684278.08,6.68,8021133.7,31750320,2920
39.0,bouygues.iperf.fr:5201,18,7,29.66,4.99,2,1026150,1077458,8209205.58,8.21,9851046.69,40019877,2920
40.0,bouygues.iperf.fr:5201,21,7,31.34,3.39,2,927253,973616,7418029.09,7.42,8901634.91,37090145,2920
41.0,bouygues.iperf.fr:5201,22,7,28.11,9.14,2,1201536,1261613,9612291.87,9.61,11534750.25,49262995,2920
42.0,bouygues.iperf.fr:5201,22,7,31.43,5.65,2,943292,990456,7546337.4,7.55,9055604.88,39618271,2920
43.0,bouygues.iperf.fr:5201,11,11,29.75,5.62,3,594454,624177,4755637.86,4.76,5706765.44,25561553,4380
44.0,bouygues.iperf.fr:5201,10,11,31.21,5.96,3,507622,533003,4060977.36,4.06,4873172.83,22335375,4380
45.0,bouygues.iperf.fr:5201,11,11,31.15,4.45,3,506803,532144,4054430.69,4.05,4865316.83,22806172,4380
46.0,bouygues.iperf.fr:5201,10,11,30.27,9.63,3,526418,552739,4211351.63,4.21,5053621.96,24215271,4380
47.0,bouygues.iperf.fr:5201,10,11,30.0,7.58,3,565354,593622,4522839.2,4.52,5427407.04,26571680,4380
48.0,bouygues.iperf.fr:5201,10,11,28.88,7.8,3,603575,633754,4828605.87,4.83,5794327.04,28971635,4380
49.0,bouygues.iperf.fr:5201,12,11,30.12,3.28,3,588511,617936,4708091.37,4.71,5649709.65,28837059,4380
50.0,bouygues.iperf.fr:5201,13,11,30.58,5.73,3,649105,681561,5192846.68,5.19,6231416.01,32455291,4380
51.0,bouygues.iperf.fr:5201,13,11,30.23,3.98,3,638394,670314,5107159.97,5.11,6128591.96,32558144,4380
52.0,bouygues.iperf.fr:5201,14,11,31.83,1.54,3,632454,664077,5059638.78,5.06,6071566.54,32887652,4380
53.0,bouygues.iperf.fr:5201,16,11,28.73,3.3,3,808466,848890,6467734.33,6.47,7761281.19,42848739,4380
54.0,bouygues.iperf.fr:5201,15,11,30.76,5.97,3,717134,752990,5737072.09,5.74,6884486.5,38725236,4380
55.0,bouygues.iperf.fr:5201,15,11,29.67,3.67,3,824884,866128,6599076.11,6.6,7918891.33,45368648,4380
56.0,bouygues.iperf.fr:5201,16,11,28.79,6.96,3,940178,987187,7521429.45,7.52,9025715.33,52650006,4380
57.0,bouygues.iperf.fr:5201,17,11,28.89,9.2,3,936056,982859,7488450.31,7.49,8986140.37,53355208,4380
58.0,bouygues.iperf.fr:5201,19,11,29.64,8.46,3,971796,1020386,7774375.8,7.77,9329250.96,56364224,4380
59.0,bouygues.iperf.fr:5201,19,11,30.48,8.13,3,909661,955144,7277292.82,7.28,8732751.38,53670034,4380
