timestamp,destination,cwnd,ssthresh,rtt_ms,rttvar_ms,retrans,bytes_acked,bytes_sent,throughput_bps,throughput_mbps,pacing_rate,delivered,lost
37.0,bouygues.iperf.fr:5201,16,7,28.17,8.97,2,791052,830604,6328417.49,6.33,7594100.98,29268930,2920
38.0,bouygues.iperf.fr:5201,18,7,32.0,5.69,2,835534,877311,6684278.08,6.68,8021133.7,31750320,2920
39.0,bouygues.iperf.fr:5201,18,7,29.66,4.99,2,1026150,1077458,8209205.58,8.21,9851046.69,40019877,2920
40.0,bouygues.iperf.fr:5201,21,7,31.34,3.39,2,927253,973616,7418029.09,7.42,8901634.91,37090145,2920
41.0,bouygues.iperf.fr:5201,22,7,28.11,9.14,2,1201536,1261613,9612291.87,9.61,11534750.25,49262995,2920
42.0,bouygues.iperf.fr:5201,22,7,31.43,5.65,2,943292,990456,7546337.4,7.55,9055604.88,39618271,2920
43.0,bouygues.iperf.fr:5201,11,11,29.75,5.62,3,594454,624177,4755637.86,4.76,5706765.44,25561553,4380
44.0,bouygues.iperf.fr:5201,10,11,31.21,5.96,3,507622,533003,4060977.36,4.06,4873172.83,22335375,4380
45.0,bouygues.iperf.fr:5201,11,11,31.15,4.45,3,506803,532144,4054430.69,4.05,4865316.83,22806172,4380
46.0,bouygues.iperf.fr:5201,10,11,30.27,9.63,3,526418,552739,4211351.63,4.21,5053621.96,24215271,4380
47.0,bouygues.iperf.fr:5201,10,11,30.0,7.58,3,565354,593622,4522839.2,4.52,5427407.04,26571680,4380
48.0,bouygues.iperf.fr:5201,10,11,28.88,7.8,3,603575,633754,4828605.87,4.83,5794327.04,28971635,4380
49.0,bouygues.iperf.fr:5201,12,11,30.12,3.28,3,588511,617936,4708091.37,4.71,5649709.65,28837059,4380
50.0,bouygues.iperf.fr:5201,13,11,30.58,5.73,3,649105,681561,5192846.68,5.19,6231416.01,32455291,4380
51.0,bouygues.iperf.fr:5201,13,11,30.23,3.98,3,638394,670314,5107159.97,5.11,6128591.96,32558144,4380
52.0,bouygues.iperf.fr:5201,14,11,31.83,1.54,3,632454,664077,5059638.78,5.06,6071566.54,32887652,4380
53.0,bouygues.iperf.fr:5201,16,11,28.73,3.3,3,808466,848890,6467734.33,6.47,7761281.19,42848739,4380
54.0,bouygues.iperf.fr:5201,15,11,30.76,5.97,3,717134,752990,5737072.09,5.74,6884486.5,38725236,4380
55.0,bouygues.iperf.fr:5201,15,11,29.67,3.67,3,824884,866128,6599076.11,6.6,7918891.33,45368648,4380
56.0,bouygues.iperf.fr:5201,16,11,28.79,6.96,3,940178,987187,7521429.45,7.52,9025715.33,52650006,4380
57.0,bouygues.iperf.fr:5201,17,11,28.89,9.2,3,936056,982859,7488450.31,7.49,8986140.37,53355208,4380
58.0,bouygues.iperf.fr:5201,19,11,29.64,8.46,3,971796,1020386,7774375.8,7.77,9329250.96,56364224,4380
59.0,bouygues.iperf.fr:5201,19,11,30.48,8.13,3,909661,955144,7277292.82,7.28,8732751.38,53670034,4380
0.0,ping.online.net:5201,10,65535,26.27,8.74,0,550140,577647,4401122.0,4.4,5281346.39,0,0
1.0,ping.online.net:5201,10,65535,24.44,2.08,0,642624,674755,5140994.2,5.14,6169193.04,642624,0
2.0,ping.online.net:5201,10,65535,24.96,8.83,0,652316,684932,5218531.88,5.22,6262238.25,1304632,0
3.0,ping.online.net:5201,10,65535,24.58,6.04,0,657165,690023,5257323.74,5.26,6308788.49,1971496,0
4.0,ping.online.net:5201,10,65535,23.63,5.2,0,665623,698905,5324991.45,5.32,6389989.74,2662495,0
5.0,ping.online.net:5201,10,65535,23.23,5.5,0,685682,719967,5485462.98,5.49,6582555.57,3428414,0
6.0,ping.online.net:5201,12,65535,23.13,3.79,0,682276,716389,5458208.02,5.46,6549849.62,4093656,0
7.0,ping.online.net:5201,12,65535,26.29,4.99,0,764624,802856,6116998.22,6.12,7340397.86,5352373,0
8.0,ping.online.net:5201,13,65535,26.93,6.36,0,727732,764118,5821857.52,5.82,6986229.03,5821857,0
9.0,ping.online.net:5201,14,65535,25.74,2.41,0,716994,752844,5735959.54,5.74,6883151.45,6452954,0
10.0,ping.online.net:5201,15,65535,23.17,8.66,0,980594,1029624,7844759.98,7.84,9413711.98,9805949,0
11.0,ping.online.net:5201,17,65535,25.81,2.39,0,978823,1027764,7830589.91,7.83,9396707.89,10767061,0
12.0,ping.online.net:5201,17,65535,24.66,8.42,0,1134298,1191013,9074387.16,9.07,10889264.59,13611580,0
13.0,ping.online.net:5201,17,65535,23.26,8.91,0,1145056,1202309,9160454.51,9.16,10992545.41,14885738,0
14.0,ping.online.net:5201,19,65535,25.91,8.96,0,1008840,1059282,8070721.28,8.07,9684865.53,14123762,0
15.0,ping.online.net:5201,19,65535,26.88,8.07,0,1175362,1234130,9402896.3,9.4,11283475.56,17630430,0
16.0,ping.online.net:5201,21,65535,26.8,5.11,0,1092753,1147391,8742030.67,8.74,10490436.8,17484061,0
17.0,ping.online.net:5201,22,65535,25.33,1.26,0,1328881,1395325,10631053.47,10.63,12757264.16,22590988,0
18.0,ping.online.net:5201,24,65535,23.56,2.69,0,1328346,1394764,10626774.54,10.63,12752129.45,23910242,0
19.0,ping.online.net:5201,25,65535,26.31,6.55,0,1549631,1627112,12397051.04,12.4,14876461.25,29442996,0
20.0,ping.online.net:5201,27,65535,23.29,7.82,0,1737377,1824246,13899019.24,13.9,16678823.09,34747548,0
21.0,ping.online.net:5201,27,65535,25.66,4.72,0,1576679,1655513,12613435.56,12.61,15136122.67,33110268,0
22.0,ping.online.net:5201,28,65535,24.18,7.85,0,1807575,1897954,14460602.92,14.46,17352723.51,39766658,0
23.0,ping.online.net:5201,30,65535,25.54,8.56,0,1883330,1977496,15066642.57,15.07,18079971.08,43316597,0
24.0,ping.online.net:5201,31,65535,23.25,4.84,0,2072298,2175913,16578386.23,16.58,19894063.48,49735158,0
25.0,ping.online.net:5201,33,65535,23.69,9.66,0,2154643,2262376,17237150.48,17.24,20684580.58,53866095,0
26.0,ping.online.net:5201,35,65535,25.97,5.48,0,2076969,2180818,16615759.77,16.62,19938911.72,54001219,0
27.0,ping.online.net:5201,37,65535,26.54,3.46,0,1943377,2040546,15547021.44,15.55,18656425.73,52471197,0
28.0,ping.online.net:5201,39,65535,25.8,8.11,0,2357523,2475400,18860192.0,18.86,22632230.4,66010671,0
29.0,ping.online.net:5201,21,20,24.39,5.5,1,1160678,1218712,9285430.9,9.29,11142517.08,33659687,1460
30.0,ping.online.net:5201,22,20,23.77,2.89,1,1434296,1506011,11474370.11,11.47,13769244.13,43028887,1460
31.0,ping.online.net:5201,12,11,26.31,9.28,2,594286,624001,4754295.95,4.75,5705155.14,18422896,2920
32.0,ping.online.net:5201,12,11,23.67,9.16,2,809173,849631,6473385.68,6.47,7768062.81,25893542,2920
33.0,ping.online.net:5201,13,11,25.07,1.74,2,682120,716226,5456965.35,5.46,6548358.42,22509982,2920
34.0,ping.online.net:5201,13,11,26.05,1.12,2,712040,747642,5696321.9,5.7,6835586.29,24209368,2920
35.0,ping.online.net:5201,14,11,25.36,9.85,2,848600,891030,6788800.31,6.79,8146560.37,29701001,2920
36.0,ping.online.net:5201,15,11,26.48,3.57,2,851461,894034,6811693.76,6.81,8174032.51,30652621,2920
37.0,ping.online.net:5201,8,8,25.76,3.08,3,471666,495249,3773328.51,3.77,4527994.21,17451644,4380
38.0,ping.online.net:5201,9,8,23.89,9.39,3,476905,500750,3815241.06,3.82,4578289.28,18122395,4380
39.0,ping.online.net:5201,10,8,23.87,8.41,3,666933,700280,5335468.74,5.34,6402562.49,26010410,4380
40.0,ping.online.net:5201,10,8,26.64,7.76,3,636577,668406,5092623.99,5.09,6111148.78,25463119,4380
41.0,ping.online.net:5201,5,5,25.87,7.49,4,359449,377421,2875592.49,2.88,3450710.98,14737411,5840
42.0,ping.online.net:5201,6,5,25.12,4.4,4,304090,319295,2432723.98,2.43,2919268.77,12771800,5840
43.0,ping.online.net:5201,6,5,23.5,6.54,4,472633,496265,3781071.4,3.78,4537285.68,20323258,5840
44.0,ping.online.net:5201,7,5,23.64,4.38,4,572888,601532,4583104.63,4.58,5499725.55,25207075,5840
45.0,ping.online.net:5201,4,4,26.79,1.89,5,228517,239943,1828142.14,1.83,2193770.57,10283299,7300
46.0,ping.online.net:5201,5,4,23.38,9.39,5,300853,315895,2406824.68,2.41,2888189.62,13839241,7300
47.0,ping.online.net:5201,5,4,23.9,1.39,5,320986,337035,2567891.65,2.57,3081469.98,15086363,7300
48.0,ping.online.net:5201,7,4,23.53,1.02,5,492799,517439,3942393.8,3.94,4730872.55,23654362,7300
49.0,ping.online.net:5201,8,4,26.14,9.5,5,484548,508776,3876391.01,3.88,4651669.21,23742894,7300
50.0,ping.online.net:5201,11,4,25.91,2.36,5,627747,659134,5021979.38,5.02,6026375.25,31387371,7300
51.0,ping.online.net:5201,12,4,23.18,8.3,5,820033,861035,6560270.27,6.56,7872324.32,41821722,7300
52.0,ping.online.net:5201,12,4,24.9,6.1,5,869777,913266,6958218.92,6.96,8349862.7,45228422,7300
53.0,ping.online.net:5201,12,4,24.58,3.82,5,724067,760271,5792541.09,5.79,6951049.31,38375584,7300
54.0,ping.online.net:5201,13,4,26.4,9.84,5,749089,786544,5992717.94,5.99,7191261.53,40450846,7300
55.0,ping.online.net:5201,15,4,23.43,8.62,5,962408,1010529,7699270.63,7.7,9239124.76,52932485,7300
56.0,ping.online.net:5201,16,4,25.14,7.89,5,881480,925554,7051845.23,7.05,8462214.27,49362916,7300
57.0,ping.online.net:5201,16,4,23.43,2.07,5,982331,1031448,7858655.77,7.86,9430386.93,55992922,7300
58.0,ping.online.net:5201,18,4,24.87,3.05,5,1006019,1056320,8048156.48,8.05,9657787.77,58349134,7300
59.0,ping.online.net:5201,19,4,26.58,8.48,5,1173449,1232121,9387594.11,9.39,11265112.93,69233506,7300
0.0,iperf.he.net:5201,10,65535,100.33,6.15,0,139696,146681,1117576.0,1.12,1341091.2,0,0
1.0,iperf.he.net:5201,10,65535,101.59,1.08,0,156459,164282,1251673.32,1.25,1502007.99,156459,0
2.0,iperf.he.net:5201,4,5,101.78,6.17,1,84413,88634,675307.52,0.68,810369.02,168826,1460
3.0,iperf.he.net:5201,5,5,99.76,7.1,1,78524,82450,628192.6,0.63,753831.12,235572,1460
4.0,iperf.he.net:5201,3,2,98.69,2.29,2,42305,44420,338444.21,0.34,406133.05,169222,2920
5.0,iperf.he.net:5201,4,2,99.74,8.25,2,56128,58935,449029.7,0.45,538835.65,280643,2920
6.0,iperf.he.net:5201,6,2,100.2,7.15,2,79959,83957,639677.51,0.64,767613.02,479758,2920
7.0,iperf.he.net:5201,6,2,99.32,1.79,2,101896,106991,815171.08,0.82,978205.3,713274,2920
8.0,iperf.he.net:5201,8,2,99.7,3.7,2,111785,117375,894286.3,0.89,1073143.56,894286,2920
9.0,iperf.he.net:5201,9,2,98.34,5.21,2,130638,137170,1045106.39,1.05,1254127.67,1175744,2920
10.0,iperf.he.net:5201,10,2,98.44,9.78,2,153855,161548,1230844.98,1.23,1477013.98,1538556,2920
11.0,iperf.he.net:5201,12,2,100.77,5.6,2,177875,186769,1423003.99,1.42,1707604.78,1956630,2920
12.0,iperf.he.net:5201,13,2,100.81,3.2,2,190503,200028,1524027.7,1.52,1828833.24,2286041,2920
13.0,iperf.he.net:5201,8,7,99.97,8.57,3,100873,105917,806986.75,0.81,968384.1,1311353,4380
14.0,iperf.he.net:5201,7,7,100.54,3.93,3,131285,137849,1050283.29,1.05,1260339.95,1837995,4380
15.0,iperf.he.net:5201,9,7,101.2,6.24,3,132953,139600,1063624.67,1.06,1276349.6,1994296,4380
16.0,iperf.he.net:5201,6,5,98.61,4.9,4,80430,84452,643447.86,0.64,772137.44,1286895,5840
17.0,iperf.he.net:5201,6,5,98.85,3.55,4,102384,107504,819078.69,0.82,982894.43,1740542,5840
18.0,iperf.he.net:5201,9,5,101.04,8.61,4,114029,119730,912232.29,0.91,1094678.75,2052522,5840
19.0,iperf.he.net:5201,10,5,100.91,4.81,4,161918,170013,1295344.1,1.3,1554412.92,3076442,5840
20.0,iperf.he.net:5201,10,5,100.88,4.37,4,161105,169160,1288840.96,1.29,1546609.16,3222102,5840
21.0,iperf.he.net:5201,12,5,100.33,6.14,4,169222,177684,1353783.03,1.35,1624539.64,3553680,5840
22.0,iperf.he.net:5201,13,5,99.11,2.17,4,196198,206008,1569585.09,1.57,1883502.11,4316358,5840
23.0,iperf.he.net:5201,15,5,101.61,9.84,4,233274,244938,1866195.52,1.87,2239434.63,5365312,5840
24.0,iperf.he.net:5201,15,5,101.71,1.59,4,251746,264334,2013974.16,2.01,2416768.99,6041922,5840
25.0,iperf.he.net:5201,18,5,98.1,5.88,4,266928,280274,2135424.76,2.14,2562509.71,6673202,5840
26.0,iperf.he.net:5201,19,5,100.03,7.29,4,254608,267338,2036865.92,2.04,2444239.1,6619814,5840
27.0,iperf.he.net:5201,20,5,101.56,7.45,4,289797,304287,2318382.54,2.32,2782059.05,7824541,5840
28.0,iperf.he.net:5201,23,5,99.47,2.06,4,338206,355117,2705655.36,2.71,3246786.43,9469793,5840
29.0,iperf.he.net:5201,24,5,101.25,9.07,4,366581,384910,2932648.86,2.93,3519178.63,10630852,5840
30.0,iperf.he.net:5201,24,5,101.89,6.99,4,331456,348029,2651651.29,2.65,3181981.55,9943692,5840
31.0,iperf.he.net:5201,26,5,98.52,8.2,4,400636,420668,3205093.0,3.21,3846111.6,12419735,5840
32.0,iperf.he.net:5201,28,5,100.3,1.37,4,445804,468094,3566435.4,3.57,4279722.48,14265741,5840
33.0,iperf.he.net:5201,28,5,99.54,8.56,4,473407,497078,3787263.1,3.79,4544715.72,15622460,5840
34.0,iperf.he.net:5201,29,5,100.14,2.09,4,410568,431097,3284550.99,3.28,3941461.19,13959341,5840
35.0,iperf.he.net:5201,30,5,99.47,6.27,4,427518,448894,3420151.89,3.42,4104182.27,14963164,5840
36.0,iperf.he.net:5201,31,5,98.08,9.92,4,472223,495835,3777791.09,3.78,4533349.31,17000059,5840
37.0,iperf.he.net:5201,33,5,100.11,3.63,4,484812,509053,3878499.22,3.88,4654199.06,17938058,5840
38.0,iperf.he.net:5201,35,5,99.5,6.25,4,518880,544824,4151040.52,4.15,4981248.63,19717442,5840
39.0,iperf.he.net:5201,34,5,101.46,5.32,4,532229,558841,4257838.57,4.26,5109406.29,20756963,5840
40.0,iperf.he.net:5201,36,5,101.0,2.31,4,498447,523369,3987580.78,3.99,4785096.94,19937903,5840
41.0,iperf.he.net:5201,37,5,101.2,9.26,4,490662,515195,3925300.01,3.93,4710360.01,20117162,5840
42.0,iperf.he.net:5201,40,5,100.74,1.11,4,527404,553774,4219234.41,4.22,5063081.29,22150980,5840
43.0,iperf.he.net:5201,40,5,98.36,3.28,4,631616,663197,5052931.1,5.05,6063517.32,27159504,5840
44.0,iperf.he.net:5201,41,5,98.04,4.4,4,656735,689571,5253880.05,5.25,6304656.06,28896340,5840
45.0,iperf.he.net:5201,43,5,100.01,1.2,4,675502,709277,5404022.07,5.4,6484826.49,30397624,5840
46.0,iperf.he.net:5201,43,5,99.63,1.05,4,629539,661016,5036315.49,5.04,6043578.59,28958814,5840
47.0,iperf.he.net:5201,45,5,99.78,7.66,4,650089,682593,5200712.24,5.2,6240854.69,30554184,5840
48.0,iperf.he.net:5201,46,5,100.14,9.3,4,708898,744343,5671189.65,5.67,6805427.58,34027137,5840
49.0,iperf.he.net:5201,48,5,100.11,8.29,4,750233,787745,6001868.21,6.0,7202241.85,36761442,5840
50.0,iperf.he.net:5201,49,5,100.83,7.33,4,754858,792601,6038868.26,6.04,7246641.91,37742926,5840
51.0,iperf.he.net:5201,50,5,98.34,9.96,4,782214,821324,6257714.03,6.26,7509256.83,39892926,5840
52.0,iperf.he.net:5201,51,5,99.62,3.77,4,683145,717302,5465161.26,5.47,6558193.51,35523548,5840
53.0,iperf.he.net:5201,52,5,99.45,6.07,4,836984,878833,6695876.08,6.7,8035051.3,44360179,5840
54.0,iperf.he.net:5201,52,5,98.67,2.95,4,860094,903099,6880757.78,6.88,8256909.34,46445115,5840
55.0,iperf.he.net:5201,53,5,98.2,3.12,4,792182,831791,6337457.57,6.34,7604949.08,43570020,5840
56.0,iperf.he.net:5201,53,5,99.19,2.03,4,791453,831025,6331625.46,6.33,7597950.55,44321378,5840
57.0,iperf.he.net:5201,55,5,100.39,6.71,4,807206,847566,6457649.05,6.46,7749178.86,46010749,5840
58.0,iperf.he.net:5201,55,5,98.29,7.19,4,894788,939527,7158304.59,7.16,8589965.51,51897708,5840
59.0,iperf.he.net:5201,28,27,100.55,2.96,5,415451,436224,3323612.92,3.32,3988335.5,24511645,7300
0.0,nyc.speedtest.clouvider.net:5201,10,65535,148.72,3.63,0,100960,106008,807681.31,0.81,969217.57,0,0
1.0,nyc.speedtest.clouvider.net:5201,10,65535,148.25,1.48,0,97821,102712,782570.73,0.78,939084.88,97821,0
2.0,nyc.speedtest.clouvider.net:5201,10,65535,150.46,3.6,0,94085,98789,752682.91,0.75,903219.49,188170,0
3.0,nyc.speedtest.clouvider.net:5201,9,65535,150.77,7.58,0,94201,98911,753611.62,0.75,904333.95,282604,0
4.0,nyc.speedtest.clouvider.net:5201,11,65535,150.66,4.49,0,105844,111136,846757.19,0.85,1016108.63,423378,0
5.0,nyc.speedtest.clouvider.net:5201,11,65535,149.31,8.62,0,105639,110921,845116.46,0.85,1014139.75,528197,0
6.0,nyc.speedtest.clouvider.net:5201,11,65535,149.15,1.63,0,112014,117615,896116.26,0.9,1075339.51,672087,0
7.0,nyc.speedtest.clouvider.net:5201,12,65535,151.48,7.98,0,126339,132656,1010717.71,1.01,1212861.25,884377,0
8.0,nyc.speedtest.clouvider.net:5201,13,65535,148.05,6.31,0,126435,132756,1011480.26,1.01,1213776.32,1011480,0
9.0,nyc.speedtest.clouvider.net:5201,13,65535,150.38,1.44,0,144346,151563,1154769.64,1.15,1385723.57,1299115,0
10.0,nyc.speedtest.clouvider.net:5201,6,6,148.05,6.26,1,62009,65109,496073.72,0.5,595288.47,620092,1460
11.0,nyc.speedtest.clouvider.net:5201,5,6,151.64,5.04,1,62230,65341,497840.4,0.5,597408.48,684530,1460
12.0,nyc.speedtest.clouvider.net:5201,6,6,150.95,8.63,1,59827,62819,478622.15,0.48,574346.58,717933,1460
13.0,nyc.speedtest.clouvider.net:5201,7,6,151.36,10.0,1,61890,64985,495123.89,0.5,594148.66,804576,1460
14.0,nyc.speedtest.clouvider.net:5201,8,6,151.82,8.31,1,70696,74231,565570.42,0.57,678684.5,989748,1460
15.0,nyc.speedtest.clouvider.net:5201,9,6,150.36,1.66,1,101916,107012,815331.88,0.82,978398.25,1528747,1460
16.0,nyc.speedtest.clouvider.net:5201,5,5,151.83,6.04,2,52171,54779,417369.78,0.42,500843.74,834739,2920
17.0,nyc.speedtest.clouvider.net:5201,7,5,149.28,4.33,2,76830,80671,614641.91,0.61,737570.3,1306114,2920
18.0,nyc.speedtest.clouvider.net:5201,7,5,150.04,5.97,2,72712,76348,581703.39,0.58,698044.07,1308832,2920
19.0,nyc.speedtest.clouvider.net:5201,7,5,150.68,4.44,2,71773,75362,574191.17,0.57,689029.4,1363704,2920
20.0,nyc.speedtest.clouvider.net:5201,2,3,151.87,2.69,3,35135,36892,281084.35,0.28,337301.22,702710,4380
21.0,nyc.speedtest.clouvider.net:5201,3,3,149.38,3.94,3,30266,31779,242129.34,0.24,290555.2,635589,4380
22.0,nyc.speedtest.clouvider.net:5201,4,3,149.41,8.71,3,31939,33536,255515.88,0.26,306619.06,702668,4380
23.0,nyc.speedtest.clouvider.net:5201,4,3,149.09,5.19,3,44896,47141,359171.75,0.36,431006.1,1032618,4380
24.0,nyc.speedtest.clouvider.net:5201,2,2,150.75,3.1,4,25602,26882,204820.99,0.2,245785.18,614462,5840
25.0,nyc.speedtest.clouvider.net:5201,4,2,149.86,6.11,4,45185,47445,361486.47,0.36,433783.77,1129645,5840
26.0,nyc.speedtest.clouvider.net:5201,6,2,151.0,6.32,4,65090,68345,520725.26,0.52,624870.31,1692357,5840
27.0,nyc.speedtest.clouvider.net:5201,7,2,149.71,1.83,4,67675,71059,541403.01,0.54,649683.61,1827235,5840
28.0,nyc.speedtest.clouvider.net:5201,10,2,148.03,9.0,4,91584,96163,732678.09,0.73,879213.7,2564373,5840
29.0,nyc.speedtest.clouvider.net:5201,11,2,151.13,2.91,4,104085,109290,832685.95,0.83,999223.14,3018486,5840
30.0,nyc.speedtest.clouvider.net:5201,11,2,151.54,1.58,4,116097,121902,928779.28,0.93,1114535.14,3482922,5840
31.0,nyc.speedtest.clouvider.net:5201,13,2,149.63,3.46,4,128188,134597,1025508.52,1.03,1230610.22,3973845,5840
32.0,nyc.speedtest.clouvider.net:5201,13,2,148.59,4.24,4,142324,149441,1138598.39,1.14,1366318.06,4554393,5840
33.0,nyc.speedtest.clouvider.net:5201,15,2,151.74,5.07,4,139158,146116,1113271.73,1.11,1335926.07,4592245,5840
34.0,nyc.speedtest.clouvider.net:5201,16,2,148.82,3.43,4,162225,170336,1297804.51,1.3,1557365.41,5515669,5840
35.0,nyc.speedtest.clouvider.net:5201,17,2,150.43,7.09,4,173478,182151,1387824.29,1.39,1665389.15,6071731,5840
36.0,nyc.speedtest.clouvider.net:5201,17,2,148.11,3.98,4,168099,176504,1344799.87,1.34,1613759.84,6051599,5840
37.0,nyc.speedtest.clouvider.net:5201,18,2,148.67,7.73,4,168550,176978,1348406.67,1.35,1618088.0,6236380,5840
38.0,nyc.speedtest.clouvider.net:5201,19,2,150.29,3.96,4,181139,190196,1449119.88,1.45,1738943.86,6883319,5840
39.0,nyc.speedtest.clouvider.net:5201,21,2,150.09,1.86,4,195088,204842,1560707.5,1.56,1872849.01,7608449,5840
40.0,nyc.speedtest.clouvider.net:5201,21,2,148.88,7.33,4,207471,217845,1659773.39,1.66,1991728.07,8298866,5840
41.0,nyc.speedtest.clouvider.net:5201,22,2,148.57,8.41,4,216209,227019,1729673.66,1.73,2075608.39,8864577,5840
42.0,nyc.speedtest.clouvider.net:5201,23,2,150.4,9.69,4,242880,255024,1943043.32,1.94,2331651.99,10200977,5840
43.0,nyc.speedtest.clouvider.net:5201,25,2,151.61,2.14,4,232412,244032,1859296.93,1.86,2231156.31,9993720,5840
44.0,nyc.speedtest.clouvider.net:5201,25,2,151.72,5.17,4,222064,233168,1776519.7,1.78,2131823.64,9770858,5840
45.0,nyc.speedtest.clouvider.net:5201,25,2,151.62,5.06,4,232068,243671,1856544.37,1.86,2227853.24,10443062,5840
46.0,nyc.speedtest.clouvider.net:5201,27,2,148.71,6.89,4,260632,273664,2085059.67,2.09,2502071.61,11989093,5840
47.0,nyc.speedtest.clouvider.net:5201,28,2,149.21,6.03,4,300075,315079,2400607.93,2.4,2880729.52,14103571,5840
48.0,nyc.speedtest.clouvider.net:5201,14,14,150.64,9.4,5,140090,147095,1120725.41,1.12,1344870.49,6724352,7300
